NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TTC31	1	TTC31	
PSME4	1	PSME4	
CCDC148	1	CCDC148	
MMD2	1	MMD2	
CFC1	1	CFC1	
DHTKD1	1	DHTKD1	
CCDC88B	1	CCDC88B	
EXOSC5	1	EXOSC5	
WDR19	1	WDR19	
PEG13	1	PEG13	
CSTB	1	CSTB	
FAM66A	1	FAM66A	
RAB33B	1	RAB33B	
SLC6A13	1	SLC6A13	
GLCE	1	GLCE	
FABP6	1	FABP6	
MED21	1	MED21	
BICC1	1	BICC1	
RELT	1	RELT	
SEMA4B	1	SEMA4B	
PID1	1	PID1	
SLC30A1	1	SLC30A1	
CCDC107	1	CCDC107	
KIAA2013	1	KIAA2013	
PTPRT	1	PTPRT	
B3GALT4	1	B3GALT4	
SSNA1	1	SSNA1	
ALDOB	1	ALDOB	
TMOD1	1	TMOD1	
KIF11	1	KIF11	
PKNOX2	1	PKNOX2	
ITM2A	1	ITM2A	
P2RY14	1	P2RY14	
ZNF511	1	ZNF511	
ZKSCAN8	1	ZKSCAN8	
MCM8	1	MCM8	
PLCE1	1	PLCE1	
ASB14	1	ASB14	
SLC35B4	1	SLC35B4	
CYP3A7	1	CYP3A7	
DHRS11	1	DHRS11	
CFAP161	1	CFAP161	
TOMM5	1	TOMM5	
ATP5MJ	1	ATP5MPL	
SLC25A45	1	SLC25A45	
IL6ST	1	IL6ST	
OVCH1	1	OVCH1	
BTBD18	1	BTBD18	
METTL13	1	EEF1AKNMT	
GEMIN4	1	GEMIN4	
C16orf74	1	C16orf74	
ZSWIM5	1	ZSWIM5	
SP140	1	SP140	
SLC51A	1	SLC51A	
ATP8B1	1	ATP8B1	
HSF2BP	1	HSF2BP	
COL21A1	1	COL21A1	
ARC	1	ARC	
RPL28	1	RPL28	
SERP1	1	SERP1	
EIF3C	1	EIF3C	
PTCHD1	1	PTCHD1	
APOE	1	APOE	
TMEM134	1	TMEM134	
NFATC3	1	NFATC3	
MED27	1	MED27	
RPS27A	1	RPS27A	
RPS14	1	RPS14	
DSE	1	DSE	
EIF2B2	1	EIF2B2	
CUEDC1	1	CUEDC1	
HYCC1	1	FAM126A	
FSD2	1	FSD2	
NR2C2AP	1	NR2C2AP	
ROR2	1	ROR2	
ARB2A	1	FAM172A	
RPL37	1	RPL37	
LSM3	1	LSM3	
SGCB	1	SGCB	
EPHA6	1	EPHA6	
CRACR2A	1	CRACR2A	
RAD51AP2	1	RAD51AP2	
SIKE1	1	SIKE1	
ST8SIA4	1	ST8SIA4	
TMPRSS11D	1	TMPRSS11D	
APH1A	1	APH1A	
LSMEM1	1	LSMEM1	
ELK3	1	ELK3	
DCX	1	DCX	
C2orf15	1	C2orf15	
CLTA	1	CLTA	
ADGRB3	1	ADGRB3	
ABCF3	1	ABCF3	
SURF6	1	SURF6	
CEP135	1	CEP135	
DGCR6L	1	DGCR6L	
TPCN2	1	TPCN2	
PPM1J	1	PPM1J	
FSTL4	1	FSTL4	
SYF2	1	SYF2	
DPP4	1	DPP4	
POMK	1	POMK	
ANGPTL1	1	ANGPTL1	
SRRD	1	SRRD	
XKR6	1	XKR6	
TSR3	1	TSR3	
HMGB3	1	HMGB3	
ACKR4	1	ACKR4	
SFMBT1	1	SFMBT1	
DDHD2	1	DDHD2	
UFC1	1	UFC1	
PTH1R	1	PTH1R	
LRCH1	1	LRCH1	
RASGEF1B	1	RASGEF1B	
KANSL1	1	KANSL1	
CYB561A3	1	CYB561A3	
NDUFA11	1	NDUFA11	
ANKUB1	1	ANKUB1	
SP1	1	SP1	
CERKL	1	CERKL	
IFT22	1	IFT22	
MRC2	1	MRC2	
INSIG1	1	INSIG1	
NLGN1	1	NLGN1	
BABAM1	1	BABAM1	
ZNF584	1	ZNF584	
BRI3	1	BRI3	
CCDC28B	1	CCDC28B	
GSTM3	1	GSTM3	
CYP2C18	1	CYP2C18	
MRPL10	1	MRPL10	
ANLN	1	ANLN	
PLPPR1	1	PLPPR1	
ZNF618	1	ZNF618	
GCNA	1	GCNA	
RPS2	1	RPS2	
MXRA7	1	MXRA7	
HCG27	1	HCG27	
PRR4	1	PRR4	
CNTN1	1	CNTN1	
NME6	1	NME6	
XRCC6	1	XRCC6	
ZPR1	1	ZPR1	
DOCK2	1	DOCK2	
CTSS	1	CTSS	
MYRFL	1	MYRFL	
SNED1	1	SNED1	
RIMBP2	1	RIMBP2	
AOC2	1	AOC2	
GABPB1-IT1	1	GABPB1-IT1	
CAV2	1	CAV2	
RIOX1	1	RIOX1	
CD63	1	CD63	
IFITM3	1	IFITM3	
ITIH2	1	ITIH2	
PCDH9	1	PCDH9	
TAF7L	1	TAF7L	
NDRG3	1	NDRG3	
TMEM63C	1	TMEM63C	
PSMG3	1	PSMG3	
FMO5	1	FMO5	
NRP1	1	NRP1	
FAU	1	FAU	
NDUFS5	1	NDUFS5	
MSRB2	1	MSRB2	
HRAS	1	HRAS	
NAXE	1	NAXE	
BTG3	1	BTG3	
AGTPBP1	1	AGTPBP1	
STK11IP	1	STK11IP	
YIF1A	1	YIF1A	
KMT2C	1	KMT2C	
GPR89B	1	GPR89B	
GABRG3	1	GABRG3	
ST7	1	ST7	
PSENEN	1	PSENEN	
POLR3K	1	POLR3K	
PKN2	1	PKN2	
KCTD8	1	KCTD8	
ZNF772	1	ZNF772	
SLC25A34	1	SLC25A34	
SCNN1D	1	SCNN1D	
RPL31	1	RPL31	
POMGNT2	1	POMGNT2	
TWIST2	1	TWIST2	
ABCC9	1	ABCC9	
UROS	1	UROS	
TMEM208	1	TMEM208	
LRRTM4	1	LRRTM4	
NPIPB2	1	NPIPB2	
CTNNA3	1	CTNNA3	
PSPC1	1	PSPC1	
OSTC	1	OSTC	
CNTN3	1	CNTN3	
MPC2	1	MPC2	
PCSK6	1	PCSK6	
ABCC1	1	ABCC1	
LUARIS	1	LUARIS	
HYOU1	1	HYOU1	
HSD11B2	1	HSD11B2	
NUBP1	1	NUBP1	
LMAN2	1	LMAN2	
USP9Y	1	USP9Y	
PRRG1	1	PRRG1	
PRXL2A	1	PRXL2A	
SUMO4	1	SUMO4	
ILF3-DT	1	ILF3-DT	
BRD3OS	1	BRD3OS	
SNCAIP	1	SNCAIP	
THSD7A	1	THSD7A	
APEX2	1	APEX2	
ZNF407	1	ZNF407	
CCDC134	1	CCDC134	
PTP4A3	1	PTP4A3	
ACVR1	1	ACVR1	
ARHGAP10	1	ARHGAP10	
RNF175	1	RNF175	
GLRA2	1	GLRA2	
KNTC1	1	KNTC1	
ATP5MF	1	ATP5MF	
ARSK	1	ARSK	
UBL5	1	UBL5	
KCTD15	1	KCTD15	
CLEC16A	1	CLEC16A	
RHNO1	1	RHNO1	
EPOR	1	EPOR	
PPP1R12B	1	PPP1R12B	
NUDT16L1	1	NUDT16L1	
TEX53	1	TEX53	
ADGRL2	1	ADGRL2	
CASS4	1	CASS4	
FARP2	1	FARP2	
UBN2	1	UBN2	
SNRPG	1	SNRPG	
CTDSPL	1	CTDSPL	
PAQR9	1	PAQR9	
CTSZ	1	CTSZ	
BBS9	1	BBS9	
TLNRD1	1	TLNRD1	
FBXO36	1	FBXO36	
ARFGAP1	1	ARFGAP1	
IDI1	1	IDI1	
FAM53B	1	FAM53B	
RNF14	1	RNF14	
DPT	1	DPT	
LLPH	1	LLPH	
METRN	1	METRN	
CASP8	1	CASP8	
PRKCD	1	PRKCD	
SORCS3	1	SORCS3	
PALMD	1	PALMD	
GOLGA6L9	1	GOLGA6L9	
AGPAT2	1	AGPAT2	
SZT2	1	SZT2	
THUMPD2	1	THUMPD2	
PRR36	1	PRR36	
COL4A3	1	COL4A3	
TMEM60	1	TMEM60	
PSD	1	PSD	
FER	1	FER	
ERBB4	1	ERBB4	
GRIK3	1	GRIK3	
POLE4	1	POLE4	
TMEM14B	1	TMEM14B	
ZNRD2	1	ZNRD2	
RAB39A	1	RAB39A	
ENY2	1	ENY2	
CEP152	1	CEP152	
PHF19	1	PHF19	
HINT2	1	HINT2	
RMST	1	RMST	
ZCCHC18	1	ZCCHC18	
SPATA17	1	SPATA17	
CCDC184	1	CCDC184	
FAM151B	1	FAM151B	
RIMS2	1	RIMS2	
PVALEF	1	PVALEF	
ST6GAL2	1	ST6GAL2	
MRPL54	1	MRPL54	
TMEM64	1	TMEM64	
PGLYRP1	1	PGLYRP1	
HDX	1	HDX	
ETNPPL	1	ETNPPL	
TMEM200A	1	TMEM200A	
RPL41	1	RPL41	
PSMA7	1	PSMA7	
HLA-DPB1	1	HLA-DPB1	
HCN1	1	HCN1	
PRR22	1	PRR22	
LRCH3	1	LRCH3	
TRDMT1	1	TRDMT1	
GSDME	1	GSDME	
RNF227	1	RNF227	
C5orf64	1	C5orf64	
MISP3	1	MISP3	
SMDT1	1	SMDT1	
CBX7	1	CBX7	
PIH1D1	1	PIH1D1	
SLC25A20	1	SLC25A20	
SYN3	1	SYN3	
DPYS	1	DPYS	
ZNF124	1	ZNF124	
POLR2G	1	POLR2G	
CARD18	1	CARD18	
TCEAL2	1	TCEAL2	
FAM162B	1	FAM162B	
C1orf74	1	C1orf74	
TDRD5	1	TDRD5	
ZNF416	1	ZNF416	
FEM1A	1	FEM1A	
IFT70A	1	TTC30A	
NAA16	1	NAA16	
CCDC125	1	CCDC125	
GHRL	1	GHRL	
MKLN1	1	MKLN1	
NET1	1	NET1	
AP2S1	1	AP2S1	
PSMB10	1	PSMB10	
JMJD8	1	JMJD8	
CHDH	1	CHDH	
NHERF2	1	SLC9A3R2	
TXNRD3	1	TXNRD3	
LEPROTL1	1	LEPROTL1	
NPM1	1	NPM1	
CCDC86	1	CCDC86	
DPF3	1	DPF3	
JMJD4	1	JMJD4	
COA4	1	COA4	
GTF3C6	1	GTF3C6	
MGST1	1	MGST1	
CENPQ	1	CENPQ	
WDR83OS	1	WDR83OS	
TRIM71	1	TRIM71	
CYSTM1	1	CYSTM1	
CTSD	1	CTSD	
FAM156A	1	FAM156A	
NAPA	1	NAPA	
OMD	1	OMD	
RRP7A	1	RRP7A	
ZNF782	1	ZNF782	
AZU1	1	AZU1	
CNTLN	1	CNTLN	
NDUFC1	1	NDUFC1	
ATOX1	1	ATOX1	
IMMP2L	1	IMMP2L	
FAM13A	1	FAM13A	
RCN1	1	RCN1	
UBASH3B	1	UBASH3B	
KLHDC8B	1	KLHDC8B	
C10orf90	1	C10orf90	
NCOA3	1	NCOA3	
KRT10	1	KRT10	
SNHG29	1	SNHG29	
CTSL	1	CTSL	
POLR2I	1	POLR2I	
THSD1	1	THSD1	
RUNDC3B	1	RUNDC3B	
PPCS	1	PPCS	
SLC48A1	1	SLC48A1	
NDUFA3	1	NDUFA3	
GLOD4	1	GLOD4	
VKORC1	1	VKORC1	
MDP1	1	MDP1	
ZNF780B	1	ZNF780B	
CCNE1	1	CCNE1	
PTCD1	1	PTCD1	
MAP3K21	1	MAP3K21	
MED13L	1	MED13L	
NICOL1	1	C4orf48	
SBF2	1	SBF2	
KIAA1958	1	KIAA1958	
METRNL	1	METRNL	
ELAVL3	1	ELAVL3	
PTGES	1	PTGES	
TMEM160	1	TMEM160	
CRYBB2	1	CRYBB2	
C4orf54	1	C4orf54	
CUTA	1	CUTA	
FTL	1	FTL	
TOMM6	1	TOMM6	
LDLRAP1	1	LDLRAP1	
CCND3	1	CCND3	
KIF16B	1	KIF16B	
AHCYL2	1	AHCYL2	
TJP2	1	TJP2	
CSPP1	1	CSPP1	
DOLPP1	1	DOLPP1	
PCDHB15	1	PCDHB15	
GEMIN7	1	GEMIN7	
EIF3CL	1	EIF3CL	
SNX24	1	SNX24	
CREB3	1	CREB3	
MS4A13	1	MS4A13	
GREM2	1	GREM2	
RGPD5	1	RGPD5	
PPM1H	1	PPM1H	
RFX4	1	RFX4	
ACER2	1	ACER2	
WDR13	1	WDR13	
FKBP2	1	FKBP2	
NLE1	1	NLE1	
PKP2	1	PKP2	
DRC3	1	DRC3	
PLEKHA5	1	PLEKHA5	
CCAR2	1	CCAR2	
IQCJ-SCHIP1	1	IQCJ-SCHIP1	
CCNJL	1	CCNJL	
TRAF7	1	TRAF7	
TRAPPC2	1	TRAPPC2	
TNR	1	TNR	
RPL39L	1	RPL39L	
LRRIQ1	1	LRRIQ1	
EMC6	1	EMC6	
ANKIB1	1	ANKIB1	
NDUFB11	1	NDUFB11	
CBY3	1	CBY3	
CCDC85B	1	CCDC85B	
TTTY14	1	TTTY14	
PANX2	1	PANX2	
ADARB2	1	ADARB2	
C8orf88	1	C8orf88	
RPL18	1	RPL18	
HTR3E	1	HTR3E	
MPG	1	MPG	
TAMM41	1	TAMM41	
KIAA0586	1	KIAA0586	
PZP	1	PZP	
COMMD6	1	COMMD6	
SLC25A5	1	SLC25A5	
ANKRD24	1	ANKRD24	
DNAH11	1	DNAH11	
POMGNT1	1	POMGNT1	
STYXL1	1	STYXL1	
LCP2	1	LCP2	
CBX3	1	CBX3	
PFDN6	1	PFDN6	
ST7L	1	ST7L	
DPM2	1	DPM2	
SRGAP1	1	SRGAP1	
ZBED5	1	ZBED5	
CCDC183	1	CCDC183	
CLTB	1	CLTB	
DANCR	1	DANCR	
CAPN3	1	CAPN3	
CNTRL	1	CNTRL	
ZNF641	1	ZNF641	
IFNAR2	1	IFNAR2	
CCDC51	1	CCDC51	
ASB18	1	ASB18	
LINGO2	1	LINGO2	
C17orf49	1	C17orf49	
TGFB3	1	TGFB3	
SLC35C1	1	SLC35C1	
TSEN15	1	TSEN15	
FDX2	1	FDX2	
ABCA1	1	ABCA1	
SLC25A44	1	SLC25A44	
C19orf25	1	C19orf25	
PIEZO2	1	PIEZO2	
ZBTB6	1	ZBTB6	
FRMD5	1	FRMD5	
MATN2	1	MATN2	
MIF	1	MIF	
TRIR	1	TRIR	
CHCHD1	1	CHCHD1	
TUBA1A	1	TUBA1A	
LRFN3	1	LRFN3	
SMIM29	1	SMIM29	
BTBD6	1	BTBD6	
MAN1B1-DT	1	MAN1B1-DT	
NECAB3	1	NECAB3	
SNRPD2	1	SNRPD2	
TPP2	1	TPP2	
RPL13	1	RPL13	
TF	1	TF	
FAM118A	1	FAM118A	
MEIOC	1	MEIOC	
RHOF	1	RHOF	
MAPK4	1	MAPK4	
PCDHB2	1	PCDHB2	
HIGD2A	1	HIGD2A	
SNX17	1	SNX17	
KCNH7	1	KCNH7	
GTPBP2	1	GTPBP2	
TLCD4	1	TLCD4	
SAMSN1	1	SAMSN1	
EDDM13	1	EDDM13	
PIGC	1	PIGC	
MYL12B	1	MYL12B	
ARL2	1	ARL2	
TMEM132D	1	TMEM132D	
C3orf18	1	C3orf18	
GAS5	1	GAS5	
SEZ6	1	SEZ6	
HOMER1	1	HOMER1	
CEP85L	1	CEP85L	
ZCCHC7	1	ZCCHC7	
LRRC73	1	LRRC73	
PDE10A	1	PDE10A	
VAV2	1	VAV2	
SRSF2	1	SRSF2	
CNBD2	1	CNBD2	
MRPS33	1	MRPS33	
WASF2	1	WASF2	
KCNN3	1	KCNN3	
COL6A6	1	COL6A6	
HCG17	1	HCG17	
CHST11	1	CHST11	
GRM7	1	GRM7	
FBLN5	1	FBLN5	
FANK1	1	FANK1	
NUDT14	1	NUDT14	
UBE2E2	1	UBE2E2	
AP1G2	1	AP1G2	
ADCY10	1	ADCY10	
RPS9	1	RPS9	
VDAC3	1	VDAC3	
ABO	1	ABO	
PKD1L1	1	PKD1L1	
ZFHX4	1	ZFHX4	
ACHE	1	ACHE	
ACOT2	1	ACOT2	
SPECC1L	1	SPECC1L	
CCDC14	1	CCDC14	
RACK1	1	RACK1	
SNRPC	1	SNRPC	
ZFHX2	1	ZFHX2	
RPP38	1	RPP38	
SDE2	1	SDE2	
STK39	1	STK39	
ACMSD	1	ACMSD	
IFI6	1	IFI6	
ERF	1	ERF	
SIAH3	1	SIAH3	
FUNDC2	1	FUNDC2	
KDELR1	1	KDELR1	
ARHGEF38	1	ARHGEF38	
RBM4B	1	RBM4B	
ZNF493	1	ZNF493	
ZNF808	1	ZNF808	
GPT	1	GPT	
RAB28	1	RAB28	
APPL2	1	APPL2	
ADGRV1	1	ADGRV1	
ZDHHC11	1	ZDHHC11	
PRDX5	1	PRDX5	
RNF112	1	RNF112	
TXNDC9	1	TXNDC9	
C11orf97	1	C11orf97	
HPYR1	1	HPYR1	
ITPRID1	1	ITPRID1	
LEAP2	1	LEAP2	
ZFYVE21	1	ZFYVE21	
PRIM2	1	PRIM2	
TMEM219	1	TMEM219	
FXR2	1	FXR2	
SUFU	1	SUFU	
TRO	1	TRO	
TBL3	1	TBL3	
LINC03041	1	C9orf92	
ZNF12	1	ZNF12	
CDK6	1	CDK6	
TCAIM	1	TCAIM	
MAZ	1	MAZ	
GOLGA6L10	1	GOLGA6L10	
ESYT3	1	ESYT3	
PCDHB12	1	PCDHB12	
DLGAP3	1	DLGAP3	
CMPK1	1	CMPK1	
ELP5	1	ELP5	
STXBP2	1	STXBP2	
ANKRD62P1-PARP4P3	1	ANKRD62P1-PARP4P3	
KLF10	1	KLF10	
ZBTB24	1	ZBTB24	
SPTY2D1	1	SPTY2D1	
TXNDC15	1	TXNDC15	
SPRED1	1	SPRED1	
DYNLT5	1	TCTEX1D1	
HECW1-IT1	1	HECW1-IT1	
ZNF319	1	ZNF319	
CRLF1	1	CRLF1	
GHDC	1	GHDC	
ANAPC11	1	ANAPC11	
SLC24A1	1	SLC24A1	
EDNRB	1	EDNRB	
CGREF1	1	CGREF1	
CHI3L1	1	CHI3L1	
ARFRP1	1	ARFRP1	
COX14	1	COX14	
RPS19	1	RPS19	
PDCD5	1	PDCD5	
MAIP1	1	MAIP1	
CDCA5	1	CDCA5	
AVPI1	1	AVPI1	
KCNK7	1	KCNK7	
SSUH2	1	SSUH2	
FOXP1	1	FOXP1	
B3GAT3	1	B3GAT3	
UBXN8	1	UBXN8	
RAB11FIP5	1	RAB11FIP5	
MAPK8IP2	1	MAPK8IP2	
ZNF578	1	ZNF578	
ZNF215	1	ZNF215	
MMP24OS	1	MMP24OS	
MAGEL2	1	MAGEL2	
TUBB6	1	TUBB6	
RPL7	1	RPL7	
RBBP7	1	RBBP7	
COX5B	1	COX5B	
ADRA1B	1	ADRA1B	
CD82	1	CD82	
ADISSP	1	C20orf27	
ZNF277	1	ZNF277	
HS3ST4	1	HS3ST4	
VWA7	1	VWA7	
POLD3	1	POLD3	
CDH13	1	CDH13	
GTF2H4	1	GTF2H4	
TRAPPC2B	1	TRAPPC2B	
RNF26	1	RNF26	
NDUFB7	1	NDUFB7	
ATP1A3	1	ATP1A3	
IGDCC3	1	IGDCC3	
UBXN11	1	UBXN11	
PROSER3	1	PROSER3	
TWNK	1	TWNK	
TBC1D31	1	TBC1D31	
BRIX1	1	BRIX1	
CPNE3	1	CPNE3	
FRAT2	1	FRAT2	
GIHCG	1	GIHCG	
ADAM20	1	ADAM20	
PIGX	1	PIGX	
TAP1	1	TAP1	
RNF208	1	RNF208	
SLC35B2	1	SLC35B2	
HDDC2	1	HDDC2	
AMZ1	1	AMZ1	
ARG1	1	ARG1	
SNCB	1	SNCB	
SH2B2	1	SH2B2	
B3GAT2	1	B3GAT2	
NUDC	1	NUDC	
WDR86	1	WDR86	
UVRAG	1	UVRAG	
ATG10	1	ATG10	
KIAA1671	1	KIAA1671	
DPYD	1	DPYD	
ESRP1	1	ESRP1	
FAM182A	1	FAM182A	
L3MBTL3	1	L3MBTL3	
SUN3	1	SUN3	
CCDC73	1	CCDC73	
ZNF221	1	ZNF221	
NT5C3B	1	NT5C3B	
VWF	1	VWF	
CCDC57	1	CCDC57	
SERHL2	1	SERHL2	
CIC	1	CIC	
CHRAC1	1	CHRAC1	
FAM66D	1	FAM66D	
CADPS2	1	CADPS2	
TMCC1	1	TMCC1	
FAM85B	1	FAM85B	
PWRN1	1	PWRN1	
STK10	1	STK10	
PTCH1	1	PTCH1	
COL27A1	1	COL27A1	
KSR1	1	KSR1	
MROH7	1	MROH7	
PCP4	1	PCP4	
PPARG	1	PPARG	
RHOV	1	RHOV	
TRIP13	1	TRIP13	
H2AC25	1	HIST3H2A	
RPL23A	1	RPL23A	
GCNT7	1	GCNT7	
AIMP2	1	AIMP2	
MCM6	1	MCM6	
UPK2	1	UPK2	
ASB16	1	ASB16	
NDUFA8	1	NDUFA8	
PTGS2	1	PTGS2	
CTXN3	1	CTXN3	
ADAMTS13	1	ADAMTS13	
ADGRG2	1	ADGRG2	
EEF1G	1	EEF1G	
EIF3D	1	EIF3D	
AFDN	1	AFDN	
CRAT	1	CRAT	
TGFB2	1	TGFB2	
CYC1	1	CYC1	
FAM81B	1	FAM81B	
TNFSF9	1	TNFSF9	
SRBD1	1	SRBD1	
MMGT1	1	MMGT1	
NOC4L	1	NOC4L	
CAVIN4	1	CAVIN4	
DNAJC19	1	DNAJC19	
ADGRF3	1	ADGRF3	
ARPC3	1	ARPC3	
C4orf46	1	C4orf46	
SEMA3D	1	SEMA3D	
RANGRF	1	RANGRF	
MLX	1	MLX	
RPL36	1	RPL36	
ATP5MC1	1	ATP5MC1	
DACH1	1	DACH1	
LSM5	1	LSM5	
AP4M1	1	AP4M1	
PDGFA	1	PDGFA	
CD226	1	CD226	
TMEM8B	1	TMEM8B	
BMT2	1	BMT2	
MYRF	1	MYRF	
TSPAN31	1	TSPAN31	
STX18	1	STX18	
AMACR	1	AMACR	
ROR1	1	ROR1	
FAHD2B	1	FAHD2B	
STUB1	1	STUB1	
KIRREL3	1	KIRREL3	
ZNF891	1	ZNF891	
FGF22	1	FGF22	
PHLDA2	1	PHLDA2	
PALB2	1	PALB2	
KIF13A	1	KIF13A	
SCN1B	1	SCN1B	
OPRL1	1	OPRL1	
HLA-A	1	HLA-A	
GPR83	1	GPR83	
ATRAID	1	ATRAID	
ACSL5	1	ACSL5	
BCL2L11	1	BCL2L11	
PAFAH1B3	1	PAFAH1B3	
ECI1	1	ECI1	
SLCO2A1	1	SLCO2A1	
MEX3B	1	MEX3B	
CCDC18	1	CCDC18	
ENTPD5	1	ENTPD5	
DPCD	1	DPCD	
ZNF117	1	ZNF117	
DDT	1	DDT	
A1BG	1	A1BG	
PCDHA10	1	PCDHA10	
FAM227B	1	FAM227B	
TMEM126A	1	TMEM126A	
NDUFB8	1	NDUFB8	
DDX60L	1	DDX60L	
ALG10B	1	ALG10B	
TMEM129	1	TMEM129	
POLE2	1	POLE2	
RRAS2	1	RRAS2	
ANGPTL5	1	ANGPTL5	
PANTR1	1	PANTR1	
RFPL2	1	RFPL2	
IRF2BP1	1	IRF2BP1	
BRINP3	1	BRINP3	
SYNGR2	1	SYNGR2	
TPBG	1	TPBG	
OCM	1	OCM	
FSHR	1	FSHR	
BOLA2B	1	BOLA2B	
TTPAL	1	TTPAL	
ZNF550	1	ZNF550	
RINL	1	RINL	
TUBG1	1	TUBG1	
SH3PXD2B	1	SH3PXD2B	
ZSCAN5A	1	ZSCAN5A	
KLF12	1	KLF12	
OCIAD2	1	OCIAD2	
C19orf81	1	C19orf81	
SHLD1	1	SHLD1	
DISP1	1	DISP1	
MICAL3	1	MICAL3	
NLGN4Y	1	NLGN4Y	
SYT14	1	SYT14	
RPP25L	1	RPP25L	
EBP	1	EBP	
EPHB2	1	EPHB2	
SPRYD4	1	SPRYD4	
SLC15A2	1	SLC15A2	
KCNK13	1	KCNK13	
XKR7	1	XKR7	
ELAC2	1	ELAC2	
SKP2	1	SKP2	
PRDM16	1	PRDM16	
ALKBH7	1	ALKBH7	
FAT3	1	FAT3	
GIT1	1	GIT1	
ATAD3C	1	ATAD3C	
WNT7A	1	WNT7A	
XXYLT1	1	XXYLT1	
RPL11	1	RPL11	
COX17	1	COX17	
DLK2	1	DLK2	
QKI	1	QKI	
MEIKIN	1	MEIKIN	
SOCS2	1	SOCS2	
CFAP54	1	CFAP54	
ZNF532	1	ZNF532	
PLA2G7	1	PLA2G7	
GPX3	1	GPX3	
REDIC1	1	C12orf40	
ATP5MK	1	ATP5MD	
SLC37A4	1	SLC37A4	
CAPN12	1	CAPN12	
NBAS	1	NBAS	
GRIK2	1	GRIK2	
MOV10	1	MOV10	
RAB32	1	RAB32	
CES4A	1	CES4A	
MC1R	1	MC1R	
IGSF10	1	IGSF10	
MYL6B	1	MYL6B	
RREB1	1	RREB1	
CDH22	1	CDH22	
NDUFB4	1	NDUFB4	
KCNK2	1	KCNK2	
RHOJ	1	RHOJ	
TCEAL8	1	TCEAL8	
ACOT11	1	ACOT11	
DUSP16	1	DUSP16	
CIITA	1	CIITA	
PRKAG1	1	PRKAG1	
GRM2	1	GRM2	
LMNB1	1	LMNB1	
NDUFS6	1	NDUFS6	
GALNT18	1	GALNT18	
ADAMTS10	1	ADAMTS10	
CHST8	1	CHST8	
BTG2	1	BTG2	
REC114	1	REC114	
CCDC167	1	CCDC167	
RPS11	1	RPS11	
ORMDL3	1	ORMDL3	
SH3BP5L	1	SH3BP5L	
SIAH1	1	SIAH1	
PTRHD1	1	PTRHD1	
ZNF91	1	ZNF91	
GTF2IRD2B	1	GTF2IRD2B	
N4BP2L2-IT2	1	N4BP2L2-IT2	
AKR1C3	1	AKR1C3	
COL5A2	1	COL5A2	
OLMALINC	1	OLMALINC	
PSRC1	1	PSRC1	
TEKT5	1	TEKT5	
HCRT	1	HCRT	
RPS28	1	RPS28	
NECTIN1	1	NECTIN1	
GLO1	1	GLO1	
TET1	1	TET1	
SNRPD3	1	SNRPD3	
ABTB3	1	BTBD11	
APBA1	1	APBA1	
ZNF93	1	ZNF93	
TAF9	1	TAF9	
PFDN5	1	PFDN5	
ITGA4	1	ITGA4	
ARL6IP4	1	ARL6IP4	
B3GALT2	1	B3GALT2	
BOC	1	BOC	
IFIT2	1	IFIT2	
SLC9A5	1	SLC9A5	
LYG2	1	LYG2	
ENTREP1	1	FAM189A2	
SPATA21	1	SPATA21	
CPT2	1	CPT2	
SGIP1	1	SGIP1	
MCRIP2	1	MCRIP2	
ATP1A1	1	ATP1A1	
DHRS3	1	DHRS3	
TRIM54	1	TRIM54	
KANTR	1	KANTR	
MRPS23	1	MRPS23	
NOP53	1	NOP53	
EIF2AK1	1	EIF2AK1	
DCDC2B	1	DCDC2B	
ZNF761	1	ZNF761	
CCDC74A	1	CCDC74A	
PAPSS1	1	PAPSS1	
ISOC1	1	ISOC1	
SAMD1	1	SAMD1	
RGPD2	1	RGPD2	
MYO18A	1	MYO18A	
CISD3	1	CISD3	
TRERF1	1	TRERF1	
N4BP3	1	N4BP3	
CDC14B	1	CDC14B	
TWF2	1	TWF2	
RBIS	1	RBIS	
PDGFRL	1	PDGFRL	
HLA-C	1	HLA-C	
DCTN2	1	DCTN2	
OR2AG2	1	OR2AG2	
LRRC9	1	LRRC9	
CPS1	1	CPS1	
MYCBP	1	MYCBP	
PKP4	1	PKP4	
KLHL4	1	KLHL4	
RBP5	1	RBP5	
SRP19	1	SRP19	
EVI2B	1	EVI2B	
CNEP1R1	1	CNEP1R1	
RPS15	1	RPS15	
POLR2E	1	POLR2E	
DPY19L2	1	DPY19L2	
LDLRAD4	1	LDLRAD4	
RNF182	1	RNF182	
UBE2M	1	UBE2M	
EXOC4	1	EXOC4	
ATP5PF	1	ATP5PF	
ZBTB1	1	ZBTB1	
TSPAN11	1	TSPAN11	
DOCK7	1	DOCK7	
ZCWPW2	1	ZCWPW2	
TTC28	1	TTC28	
MCHR1	1	MCHR1	
HGH1	1	HGH1	
LTK	1	LTK	
HIF1AN	1	HIF1AN	
IGFBP7	1	IGFBP7	
CDCA8	1	CDCA8	
JAKMIP2	1	JAKMIP2	
UCP3	1	UCP3	
WDR54	1	WDR54	
RPL26	1	RPL26	
ZNF428	1	ZNF428	
TCP11L2	1	TCP11L2	
COX5A	1	COX5A	
ARHGAP18	1	ARHGAP18	
SFR1	1	SFR1	
